source,file,indicator_code,indicator_name,unit,data_format,notes
GMD,GMD.csv,gen_govdef_GDP,gen_govdef_GDP,,wide (column per indicator),
GMD,GMD.csv,gen_govdef,gen_govdef,,wide (column per indicator),
GMD,GMD.csv,cgovdef_GDP,cgovdef_GDP,,wide (column per indicator),
GMD,GMD.csv,cgovdef,cgovdef,,wide (column per indicator),
GMD,GMD.csv,govdebt_GDP,govdebt_GDP,,wide (column per indicator),
GMD,GMD.csv,gen_govdebt_GDP,gen_govdebt_GDP,,wide (column per indicator),
GMD,GMD.csv,gen_govdebt,gen_govdebt,,wide (column per indicator),
GMD,GMD.csv,cgovdebt_GDP,cgovdebt_GDP,,wide (column per indicator),
GMD,GMD.csv,cgovdebt,cgovdebt,,wide (column per indicator),
GMD,GMD.csv,HPI,HPI,,wide (column per indicator),
GMD,GMD.csv,CPI,CPI,,wide (column per indicator),
GMD,GMD.csv,infl,infl,,wide (column per indicator),
GMD,GMD.csv,pop,pop,,wide (column per indicator),
GMD,GMD.csv,unemp,unemp,,wide (column per indicator),
GMD,GMD.csv,strate,strate,,wide (column per indicator),
GMD,GMD.csv,ltrate,ltrate,,wide (column per indicator),
GMD,GMD.csv,cbrate,cbrate,,wide (column per indicator),
GMD,GMD.csv,M0,M0,,wide (column per indicator),
GMD,GMD.csv,M1,M1,,wide (column per indicator),
GMD,GMD.csv,M2,M2,,wide (column per indicator),
GMD,GMD.csv,M3,M3,,wide (column per indicator),
GMD,GMD.csv,M4,M4,,wide (column per indicator),
GMD,GMD.csv,SovDebtCrisis,SovDebtCrisis,,wide (column per indicator),
GMD,GMD.csv,CurrencyCrisis,CurrencyCrisis,,wide (column per indicator),
GMD,GMD.csv,BankingCrisis,BankingCrisis,,wide (column per indicator),
GMD,GMD.csv,CA_USD,CA_USD,,wide (column per indicator),
GMD,GMD.csv,govdebt,govdebt,,wide (column per indicator),
GMD,GMD.csv,govdef,govdef,,wide (column per indicator),
GMD,GMD.csv,govexp_GDP,govexp_GDP,,wide (column per indicator),
GMD,GMD.csv,govrev_GDP,govrev_GDP,,wide (column per indicator),
GMD,GMD.csv,govtax_GDP,govtax_GDP,,wide (column per indicator),
GMD,GMD.csv,rGDP_pc_USD,rGDP_pc_USD,,wide (column per indicator),
UNU-WIDER,UNUWIDERGRD_2025 - GRD Info & Documentation,Unnamed_1,Unnamed_1,,wide,Sheet type: UNUWIDERGRD_2025::GRD Info & Documentation
UNU-WIDER,UNUWIDERGRD_2025 - GRD Info & Documentation,Unnamed_2,Unnamed_2,,wide,Sheet type: UNUWIDERGRD_2025::GRD Info & Documentation
UNU-WIDER,UNUWIDERGRD_2025 - Merged,General_1_if_General_Unnamed_1_level_1,General_1_if_General_Unnamed_1_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Source_Unnamed_2_level_1,Source_Unnamed_2_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,GDP_LCU_mn_Unnamed_6_level_1,GDP_LCU_mn_Unnamed_6_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,General_Notes_Unnamed_9_level_1,General_Notes_Unnamed_9_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_10_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_10_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Caution_1_Notes_Unnamed_11_level_1,Caution_1_Notes_Unnamed_11_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Resource_Revenue_Notes_Unnamed_14_level_1,Resource_Revenue_Notes_Unnamed_14_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Social_contributions_notes_Unnamed_16_level_1,Social_contributions_notes_Unnamed_16_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Total_Revenue_Excluding_Grants,Total_Revenue_Excluding_Grants,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Total_Resource_Revenue_Unnamed_21_level_1,Total_Resource_Revenue_Unnamed_21_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Resource_Taxes_Unnamed_25_level_1,Resource_Taxes_Unnamed_25_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_Payroll_Workforce_Unnamed_39_level_1,Taxes_on_Payroll_Workforce_Unnamed_39_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Property_Taxes_Unnamed_40_level_1,Property_Taxes_Unnamed_40_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Indirect_Taxes_NonResource_Component,Indirect_Taxes_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_Goods_and_Services_VAT,Taxes_on_Goods_and_Services_VAT,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Other_Taxes_Unnamed_51_level_1,Other_Taxes_Unnamed_51_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Social_Contributions_Unnamed_55_level_1,Social_Contributions_Unnamed_55_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - Merged,Grants_Unnamed_56_level_1,Grants_Unnamed_56_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Merged
UNU-WIDER,UNUWIDERGRD_2025 - General,Database_source_Unnamed_1_level_1,Database_source_Unnamed_1_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,GDP_LCU_mn_Unnamed_5_level_1,GDP_LCU_mn_Unnamed_5_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,General_Notes_Unnamed_8_level_1,General_Notes_Unnamed_8_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_9_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_9_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Caution_1_Notes_Unnamed_10_level_1,Caution_1_Notes_Unnamed_10_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_12_level_1,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_12_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Resource_Revenue_Notes_Unnamed_13_level_1,Resource_Revenue_Notes_Unnamed_13_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Social_contributions_notes_Unnamed_15_level_1,Social_contributions_notes_Unnamed_15_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Total_Revenue_Excluding_Grants,Total_Revenue_Excluding_Grants,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Total_Resource_Revenue_Unnamed_20_level_1,Total_Resource_Revenue_Unnamed_20_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Resource_Taxes_Unnamed_24_level_1,Resource_Taxes_Unnamed_24_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_Payroll_Workforce_Unnamed_38_level_1,Taxes_on_Payroll_Workforce_Unnamed_38_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Property_Taxes_Unnamed_39_level_1,Property_Taxes_Unnamed_39_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_Goods_and_Services_NonResource_Component,Taxes_on_Goods_and_Services_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_Goods_and_Services_VAT,Taxes_on_Goods_and_Services_VAT,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Other_Taxes_Unnamed_50_level_1,Other_Taxes_Unnamed_50_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Social_Contributions_Unnamed_54_level_1,Social_Contributions_Unnamed_54_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Grants_Unnamed_55_level_1,Grants_Unnamed_55_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Grants_Unnamed_64_level_1,Grants_Unnamed_64_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - General,Grants_Unnamed_71_level_1,Grants_Unnamed_71_level_1,,wide,Sheet type: UNUWIDERGRD_2025::General
UNU-WIDER,UNUWIDERGRD_2025 - Central,Database_source_Unnamed_1_level_1,Database_source_Unnamed_1_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,GDP_LCU_mn_Unnamed_5_level_1,GDP_LCU_mn_Unnamed_5_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,General_Notes_Unnamed_8_level_1,General_Notes_Unnamed_8_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_9_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_9_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Caution_1_Notes_Unnamed_10_level_1,Caution_1_Notes_Unnamed_10_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_12_level_1,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_12_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Resource_Revenue_Notes_Unnamed_13_level_1,Resource_Revenue_Notes_Unnamed_13_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Social_contributions_notes_Unnamed_15_level_1,Social_contributions_notes_Unnamed_15_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Total_Revenue_Excluding_Grants,Total_Revenue_Excluding_Grants,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Total_Resource_Revenue_Unnamed_20_level_1,Total_Resource_Revenue_Unnamed_20_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Resource_Taxes_Unnamed_24_level_1,Resource_Taxes_Unnamed_24_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Taxes_on_Payroll_Workforce_Unnamed_38_level_1,Taxes_on_Payroll_Workforce_Unnamed_38_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Property_Taxes_Unnamed_39_level_1,Property_Taxes_Unnamed_39_level_1,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Taxes_on_Goods_and_Services_NonResource_Component,Taxes_on_Goods_and_Services_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025::Central
UNU-WIDER,UNUWIDERGRD_2025 - Central,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025::Central
